fiscal_year,fund,function,department,division,account_type,category,original_budget,revised_budget,ytd_actual
2018,GENERAL FUND,PUBLIC SAFETY,FIRE,FIRE EMERGENCY OPERATIONS,EXPENSE,CAPITAL,10500.0,2006.0,2006.0
2018,GENERAL FUND,PUBLIC SAFETY,FIRE,FIRE LIFE SAFETY,EXPENSE,OPERATIONS,74903.0,76689.0,73333.61
2018,GENERAL FUND,GENERAL GOVERNMENT,TECHNOLOGY SOLUTIONS,,EXPENSE,PERSONNEL,1429525.0,1413525.0,1273159.46
2018,GENERAL FUND,GENERAL GOVERNMENT,NON-DEPARTMENTAL,,EXPENSE,OPERATIONS,1005395.0,361255.0,293844.79
2018,GENERAL FUND,LEISURE,PARKS & RECREATION,P&R COMMUNITY CENTER,EXPENSE,PERSONNEL,425605.0,482034.0,474152.55
2018,GENERAL FUND,LEISURE,PARKS & RECREATION,P&R HARGRAVES CENTER,EXPENSE,PERSONNEL,613506.0,614929.0,571007.96
2018,GENERAL FUND,LEISURE,PARKS & RECREATION,P&R MAINTENANCE,EXPENSE,OPERATIONS,621843.0,602352.0,529889.85
2018,GENERAL FUND,LEISURE,PARKS & RECREATION,P&R MAINTENANCE,EXPENSE,CAPITAL,0.0,16710.0,16710.0
2018,GENERAL FUND,LEISURE,LIBRARY,LIBRARY,EXPENSE,PERSONNEL,2381319.0,2382315.0,2228738.28
2018,GRANTS FUND,ENVIRONMENT & DEVELOPMENT,PLANNING & SUSTAINABILITY,,REVENUE,INTERGOV'T - STATE,67398.0,67398.0,78292.43
2018,GRANTS FUND,ENVIRONMENT & DEVELOPMENT,PLANNING & SUSTAINABILITY,,EXPENSE,OPERATIONS,23976.0,75626.0,64520.07
2018,GRANTS FUND,PUBLIC SAFETY,POLICE,,REVENUE,INTERGOV'T - FEDERAL,0.0,29801.0,7330.1
2018,GRANTS FUND,PUBLIC SAFETY,POLICE,,REVENUE,OTHER SOURCES FUNDS,0.0,134959.0,13771.0
2018,GRANTS FUND,PUBLIC SAFETY,POLICE,,EXPENSE,OPERATIONS,0.0,163036.0,48514.47
2018,DOWNTOWN SERVICE DISTRICT,ENVIRONMENT & DEVELOPMENT,MANAGER,,REVENUE,OTHER SOURCES FUNDS,-2800.0,-2800.0,0.0
2018,DOWNTOWN SERVICE DISTRICT,ENVIRONMENT & DEVELOPMENT,MANAGER,,REVENUE,INTEREST ON INVEST,0.0,0.0,228.34
2018,DOWNTOWN SERVICE DISTRICT,ENVIRONMENT & DEVELOPMENT,MANAGER,,EXPENSE,NON-DEPARTMENTAL,103500.0,103500.0,103500.0
2018,DOWNTOWN SERVICE DISTRICT,ENVIRONMENT & DEVELOPMENT,MANAGER,,EXPENSE,OPERATIONS,225000.0,225000.0,216470.83
2018,CAPITAL IMPROVEMENTS FUND,CAPITAL,PUBLIC WORKS,,EXPENSE,OPERATIONS,150000.0,264101.0,242637.51
2018,CAPITAL IMPROVEMENTS FUND,CAPITAL,FIRE,,EXPENSE,OPERATIONS,0.0,229325.0,57216.14
2018,CAPITAL IMPROVEMENTS FUND,CAPITAL,,,REVENUE,CHARGES FOR SERVICES,60000.0,60000.0,59649.96
2018,CAPITAL IMPROVEMENTS FUND,CAPITAL,,,REVENUE,OTHER SOURCES FUNDS,476500.0,2703175.0,490700.0
2018,CAPITAL RESERVE FUND,CAPITAL,,,REVENUE,INTEREST ON INVEST,240.0,240.0,661.12
2018,DEBT SERVICE FUND,DEBT SERVICE,,,EXPENSE,PRINCIPAL,5338000.0,5338000.0,5338000.0
2018,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,STORMWATER DRAINAGE,EXPENSE,INDIRECT COSTS,53012.0,53012.0,46972.0
2018,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,STORMWATER ADMIN,EXPENSE,NON-DEPARTMENTAL,1070.0,4191.0,4190.25
2018,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT VEHICLE MAINTENANCE,EXPENSE,CAPITAL,20000.0,20000.0,0.0
2018,LIBRARY GIFT FUND,LEISURE,LIBRARY,LIBRARY,REVENUE,OTHER SOURCES FUNDS,0.0,209830.0,0.0
2018,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT TARHEEL EXPRESS,EXPENSE,PERSONNEL,251624.0,255624.0,219350.83
2018,PUBLIC HOUSING OPERATIONS FUND,PUBLIC HOUSING,PUBLIC HOUSING,,REVENUE,INTEREST ON INVEST,1950.0,1950.0,1454.28
2018,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,,REVENUE,INTERGOV'T - LOCAL,7500.0,7500.0,7500.0
2018,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING OFF-ST NONDEPARTMENTAL,EXPENSE,OTHER USES OF FUNDS,908581.0,908581.0,906831.26
2018,OFF-STREET PARKING FUND,PARKING,PARKING,ROSEMARY GARAGE (WALLACE DECK),EXPENSE,OPERATIONS,151555.0,153022.0,104701.96
2018,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING - OFF STREET,REVENUE,CHARGES FOR SERVICES,1834850.0,1868474.0,1774220.85
2018,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING OFF-ST NONDEPARTMENTAL,EXPENSE,PERSONNEL,17670.0,20335.0,21821.89
2018,ON-STREET PARKING FUND,PARKING,PARKING,PARKING - ON STREET,REVENUE,LICENSES & PERMITS,272500.0,272500.0,241661.75
2018,ON-STREET PARKING FUND,PARKING,PARKING,ON-STREET PARKING EXPENSES,EXPENSE,OPERATIONS,95070.0,157140.0,153073.36
2018,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT NON-DEPARTMENTAL,EXPENSE,NON-DEPARTMENTAL,32438.0,40438.0,39093.84
2018,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT NON-DEPARTMENTAL,EXPENSE,OPERATIONS,7202.0,2227012.0,381600.65
2018,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT BUILDING MAINTENANCE,EXPENSE,CAPITAL,0.0,32000.0,0.0
2018,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT FIXED ROUTE,EXPENSE,OPERATIONS,1790703.0,1789571.0,1456199.15
2018,VEHICLE MAINTENANCE FUND,INTERNAL SERVICES,PUBLIC WORKS,PW VEHICLE MAINTENANCE,REVENUE,OTHER SOURCES FUNDS,20149.0,20222.0,0.0
2018,VEHICLE MAINTENANCE FUND,INTERNAL SERVICES,PUBLIC WORKS,PW VEHICLE MAINTENANCE,REVENUE,OTHER REVENUES,18000.0,18000.0,51671.09
2018,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING LOTS,EXPENSE,PERSONNEL,140789.0,140789.0,120740.44
2018,COMPUTER REPLACEMENT FUND,INTERNAL SERVICES,TECHNOLOGY SOLUTIONS,,EXPENSE,OPERATIONS,146125.0,146125.0,144502.04
2018,VEHICLE REPLACEMENT FUND,INTERNAL SERVICES,PUBLIC WORKS,,EXPENSE,INTEREST/FISCAL CHGS,0.0,0.0,21382.44
2018,VEHICLE REPLACEMENT FUND,INTERNAL SERVICES,PUBLIC WORKS,,REVENUE,CHARGES FOR SERVICES,835995.0,835995.0,835995.0
2018,VEHICLE REPLACEMENT FUND,INTERNAL SERVICES,PUBLIC WORKS,,REVENUE,OTHER REVENUES,50000.0,50000.0,85293.77
2018,CAPITAL IMPROVEMENTS FUND,CAPITAL,PARKS & RECREATION,,EXPENSE,OPERATIONS,100000.0,381383.0,294361.65
2018,VEHICLE REPLACEMENT FUND,INTERNAL SERVICES,PUBLIC WORKS,,EXPENSE,CAPITAL,786000.0,1033281.0,600151.78
2018,CAPITAL IMPROVEMENTS FUND,CAPITAL,FIRE,,REVENUE,INTERGOV'T - LOCAL,0.0,520000.0,520000.0
2019,GENERAL FUND,GENERAL GOVERNMENT,HUMAN RESOURCE DEVELOPMENT,,EXPENSE,PERSONNEL,990551.0,990551.0,375535.87
2019,GENERAL FUND,GENERAL GOVERNMENT,BUSINESS MANAGEMENT,,EXPENSE,PERSONNEL,1698450.0,1698450.0,667626.02
2019,GENERAL FUND,GENERAL GOVERNMENT,TECHNOLOGY SOLUTIONS,,EXPENSE,CAPITAL,50000.0,50000.0,0.0
2019,GENERAL FUND,GENERAL GOVERNMENT,ATTORNEY,,EXPENSE,PERSONNEL,339877.0,339877.0,152616.54
2019,GENERAL FUND,GENERAL GOVERNMENT,MANAGER,,EXPENSE,PERSONNEL,1552043.0,1552043.0,931444.2
2019,GENERAL FUND,,,,REVENUE,OTHER TAXES,1357500.0,1357500.0,468828.81
2016,GENERAL FUND,GENERAL GOVERNMENT,TECHNOLOGY SOLUTIONS,,EXPENSE,OPERATIONS,441124.0,450298.0,426983.15
2016,GENERAL FUND,GENERAL GOVERNMENT,TECHNOLOGY SOLUTIONS,,EXPENSE,PERSONNEL,994611.0,984611.0,771216.32
2016,GENERAL FUND,GENERAL GOVERNMENT,TECHNOLOGY SOLUTIONS,,EXPENSE,CAPITAL,35528.0,61328.0,34666.0
2016,GENERAL FUND,GENERAL GOVERNMENT,ATTORNEY,,EXPENSE,OPERATIONS,21150.0,21150.0,9133.32
2016,GENERAL FUND,GENERAL GOVERNMENT,COUNCIL,,EXPENSE,OPERATIONS,164475.0,161784.0,151981.05
2016,GENERAL FUND,GENERAL GOVERNMENT,MAYOR,,EXPENSE,PERSONNEL,94812.0,95587.0,87493.11
2016,GENERAL FUND,,,,REVENUE,INTERGOV'T - LOCAL,653399.0,671834.0,671834.0
2016,GENERAL FUND,,,,REVENUE,INTEREST ON INVEST,22500.0,22500.0,30043.34
2016,GENERAL FUND,,,,REVENUE,OTHER TAXES,1114000.0,1114000.0,1277794.54
2016,VEHICLE MAINTENANCE FUND,INTERNAL SERVICES,PUBLIC WORKS,PW VEHICLE MAINTENANCE,EXPENSE,PERSONNEL,563469.0,563469.0,532393.57
2016,DOWNTOWN SERVICE DISTRICT,ENVIRONMENT & DEVELOPMENT,MANAGER,,REVENUE,INTERGOV'T - LOCAL,40000.0,40000.0,0.0
2016,DOWNTOWN SERVICE DISTRICT,ENVIRONMENT & DEVELOPMENT,MANAGER,,REVENUE,INTEREST ON INVEST,0.0,0.0,109.98
2016,VEHICLE REPLACEMENT FUND,INTERNAL SERVICES,PUBLIC WORKS,,REVENUE,OTHER REVENUES,50000.0,50000.0,43136.0
2016,CAPITAL IMPROVEMENTS FUND,CAPITAL,PUBLIC HOUSING,,EXPENSE,NON-DEPARTMENTAL,0.0,1000.0,965.65
2016,TRANSIT CAPITAL RESERVE FUND,TRANSIT,TRANSIT,,REVENUE,INTEREST ON INVEST,0.0,0.0,923.45
2016,GRANTS FUND,PUBLIC SAFETY,POLICE,,EXPENSE,OPERATIONS,0.0,219369.0,32575.07
2016,CAPITAL IMPROVEMENTS FUND,CAPITAL,,,REVENUE,CHARGES FOR SERVICES,60000.0,60000.0,70081.17
2016,CAPITAL IMPROVEMENTS FUND,CAPITAL,,,REVENUE,OTHER REVENUES,0.0,0.0,0.0
2016,DEBT SERVICE FUND,DEBT SERVICE,,,EXPENSE,PRINCIPAL,4330000.0,4330000.0,4330000.0
2016,VEHICLE MAINTENANCE FUND,INTERNAL SERVICES,PUBLIC WORKS,PW VEHICLE MAINTENANCE,REVENUE,OTHER SOURCES FUNDS,-9485.0,66619.0,0.0
2016,VEHICLE MAINTENANCE FUND,INTERNAL SERVICES,PUBLIC WORKS,PW VEHICLE MAINTENANCE,REVENUE,INTEREST ON INVEST,0.0,0.0,562.11
2016,VEHICLE MAINTENANCE FUND,INTERNAL SERVICES,PUBLIC WORKS,PW VEHICLE MAINTENANCE,EXPENSE,OPERATIONS,835646.0,862939.0,796587.62
2016,OFF-STREET PARKING FUND,PARKING,PARKING,ROSEMARY GARAGE (WALLACE DECK),EXPENSE,NON-DEPARTMENTAL,700.0,750.0,706.47
2016,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING OFF-ST NONDEPARTMENTAL,EXPENSE,NON-DEPARTMENTAL,13413.0,13413.0,12554.75
2016,OFF-STREET PARKING FUND,PARKING,PARKING,ROSEMARY GARAGE (WALLACE DECK),EXPENSE,PERSONNEL,240490.0,244025.0,237546.11
2016,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING - OFF STREET,REVENUE,OTHER SOURCES FUNDS,55730.0,163139.0,70643.04
2016,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING - OFF STREET,REVENUE,OTHER REVENUES,13750.0,13750.0,2167.34
2016,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING LOTS,EXPENSE,NON-DEPARTMENTAL,250.0,250.0,59.95
2016,COMPUTER REPLACEMENT FUND,INTERNAL SERVICES,TECHNOLOGY SOLUTIONS,,REVENUE,INTEREST ON INVEST,0.0,0.0,574.54
2016,PUBLIC HOUSING OPERATIONS FUND,PUBLIC HOUSING,PUBLIC HOUSING,HOUSING ADMIN,EXPENSE,OPERATIONS,114213.0,129044.0,94370.99
2016,PUBLIC HOUSING OPERATIONS FUND,PUBLIC HOUSING,PUBLIC HOUSING,HOUSING ADMIN,EXPENSE,PERSONNEL,449187.0,479007.0,464822.6
2016,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,STORMWATER ADMIN,EXPENSE,NON-DEPARTMENTAL,1070.0,1070.0,552.84
2016,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,STORMWATER DRAINAGE,EXPENSE,OPERATIONS,335358.0,349905.0,238227.77
2016,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,STORMWATER DRAINAGE,EXPENSE,PERSONNEL,500006.0,476139.0,440240.4
2016,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT NON-DEPARTMENTAL,EXPENSE,OTHER USES OF FUNDS,800000.0,1200000.0,1200000.0
2016,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,STORMWATER ADMIN,EXPENSE,CAPITAL,75000.0,493640.0,0.0
2016,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT TARHEEL EXPRESS,EXPENSE,INDIRECT COSTS,23832.0,23832.0,18696.0
2016,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT TARHEEL EXPRESS,EXPENSE,OPERATIONS,59140.0,59140.0,30803.36
2016,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,,REVENUE,INTERGOV'T - LOCAL,7500.0,7500.0,7500.0
2016,GENERAL FUND,ENVIRONMENT & DEVELOPMENT,PUBLIC WORKS,PW CONSTRUCTION,EXPENSE,PERSONNEL,480504.0,480504.0,400860.94
2016,GENERAL FUND,ENVIRONMENT & DEVELOPMENT,PUBLIC WORKS,PW ENGINEERING,EXPENSE,PERSONNEL,975636.0,1003636.0,951179.6
2016,GENERAL FUND,PUBLIC SAFETY,FIRE,FIRE EMERGENCY OPERATIONS,EXPENSE,OPERATIONS,913888.0,953674.0,728883.92
2016,GENERAL FUND,LEISURE,PARKS & RECREATION,P&R CULTURAL ARTS,EXPENSE,PERSONNEL,311758.0,312078.0,362840.82
2016,GENERAL FUND,LEISURE,PARKS & RECREATION,P&R MAINTENANCE,EXPENSE,OPERATIONS,693047.0,698255.0,605140.33
2016,GENERAL FUND,LEISURE,PARKS & RECREATION,P&R ADMIN,EXPENSE,PERSONNEL,877335.0,878995.0,722276.48
2016,GENERAL FUND,PUBLIC SAFETY,POLICE,POLICE PATROL,EXPENSE,OPERATIONS,1129777.0,1172779.0,964682.24
2016,GENERAL FUND,PUBLIC SAFETY,FIRE,FIRE LIFE SAFETY,EXPENSE,PERSONNEL,787919.0,787919.0,657012.16
2016,GENERAL FUND,PUBLIC SAFETY,FIRE,FIRE ADMIN,EXPENSE,OPERATIONS,161679.0,244608.0,136506.24
2016,GENERAL FUND,GENERAL GOVERNMENT,NON-DEPARTMENTAL,,EXPENSE,PERSONNEL,1225000.0,1225000.0,1105412.35
2016,ON-STREET PARKING FUND,PARKING,PARKING,PARKING - ON STREET,REVENUE,OTHER SOURCES FUNDS,0.0,3153.0,0.0
2016,ON-STREET PARKING FUND,PARKING,PARKING,ON-STREET PARKING EXPENSES,EXPENSE,CAPITAL,0.0,0.0,0.0
2016,ON-STREET PARKING FUND,PARKING,PARKING,PARKING METERS,EXPENSE,OPERATIONS,77860.0,78115.0,68817.01
2016,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT NON-DEPARTMENTAL,EXPENSE,OPERATIONS,7202.0,7202.0,7609.65
2016,ON-STREET PARKING FUND,PARKING,PARKING,PARKING METERS,EXPENSE,PERSONNEL,55632.0,57747.0,56631.92
2016,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT ADVERTISING,EXPENSE,INDIRECT COSTS,7105.0,7105.0,0.0
2016,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT FIXED ROUTE,EXPENSE,OPERATIONS,2257619.0,1943858.0,1783514.67
2016,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT ADVERTISING,EXPENSE,OPERATIONS,9500.0,6600.0,885.0
2016,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT FIXED ROUTE,EXPENSE,PERSONNEL,7880464.0,7866464.0,7102517.53
2016,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT ADMIN,EXPENSE,PERSONNEL,1174864.0,1204064.0,996569.61
2016,PUBLIC HOUSING OPERATIONS FUND,PUBLIC HOUSING,PUBLIC HOUSING,HOUSING ADMIN,EXPENSE,INTEREST/FISCAL CHGS,595.0,595.0,0.0
2016,PUBLIC HOUSING OPERATIONS FUND,PUBLIC HOUSING,PUBLIC HOUSING,HOUSING MAINTENANCE,EXPENSE,CAPITAL,88500.0,734380.0,0.0
2016,PUBLIC HOUSING OPERATIONS FUND,PUBLIC HOUSING,PUBLIC HOUSING,,REVENUE,INTERGOV'T - FEDERAL,1153556.0,1153556.0,1169986.0
2016,LIBRARY GIFT FUND,LEISURE,LIBRARY,,REVENUE,INTERGOV'T - FEDERAL,0.0,0.0,0.0
2016,LIBRARY GIFT FUND,LEISURE,LIBRARY,,EXPENSE,CAPITAL,0.0,0.0,0.0
2017,GENERAL FUND,ENVIRONMENT & DEVELOPMENT,PLANNING & SUSTAINABILITY,PLANNING & SUSTAINABILITY,EXPENSE,PERSONNEL,1677915.0,1678288.0,1481069.83
2017,GENERAL FUND,ENVIRONMENT & DEVELOPMENT,PUBLIC WORKS,PW CONSTRUCTION,EXPENSE,OPERATIONS,344069.0,393220.0,390466.77
2017,GENERAL FUND,ENVIRONMENT & DEVELOPMENT,PUBLIC WORKS,PW SOLID WASTE,EXPENSE,PERSONNEL,2162446.0,2069139.0,2010382.3
2017,GENERAL FUND,LEISURE,PARKS & RECREATION,140 WEST PUBLIC PLAZA,EXPENSE,OPERATIONS,0.0,53604.0,24592.62
2017,GENERAL FUND,ENVIRONMENT & DEVELOPMENT,POLICE,INSPECTIONS,EXPENSE,OPERATIONS,133286.0,253718.0,170911.74
2017,GENERAL FUND,PUBLIC SAFETY,FIRE,FIRE LIFE SAFETY,EXPENSE,OPERATIONS,55351.0,63399.0,57634.88
2017,GENERAL FUND,GENERAL GOVERNMENT,TECHNOLOGY SOLUTIONS,,EXPENSE,PERSONNEL,1399437.0,1332571.0,1148400.53
2017,GENERAL FUND,GENERAL GOVERNMENT,BUSINESS MANAGEMENT,,EXPENSE,OPERATIONS,566899.0,584442.0,520551.44
2017,GENERAL FUND,GENERAL GOVERNMENT,COUNCIL,,EXPENSE,NON-DEPARTMENTAL,9963.0,9963.0,0.0
2017,OFF-STREET PARKING FUND,PARKING,PARKING,140 WEST PARKING GARAGE,EXPENSE,OPERATIONS,78168.0,58090.0,58339.99
2017,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING LOTS,EXPENSE,PERSONNEL,198268.0,161583.0,146007.98
2017,COMPUTER REPLACEMENT FUND,INTERNAL SERVICES,TECHNOLOGY SOLUTIONS,,REVENUE,CHARGES FOR SERVICES,133125.0,133125.0,133125.0
2017,COMPUTER REPLACEMENT FUND,INTERNAL SERVICES,TECHNOLOGY SOLUTIONS,,REVENUE,INTEREST ON INVEST,0.0,0.0,706.33
2017,COMPUTER REPLACEMENT FUND,INTERNAL SERVICES,TECHNOLOGY SOLUTIONS,,EXPENSE,OPERATIONS,133125.0,134976.0,90908.03
2017,VEHICLE REPLACEMENT FUND,INTERNAL SERVICES,PUBLIC WORKS,,REVENUE,INTEREST ON INVEST,2000.0,2000.0,3576.73
2017,CAPITAL IMPROVEMENTS FUND,CAPITAL,PUBLIC WORKS,,REVENUE,INTERGOV'T - FEDERAL,0.0,0.0,59546.74
2017,CAPITAL IMPROVEMENTS FUND,CAPITAL,PUBLIC HOUSING,,EXPENSE,NON-DEPARTMENTAL,0.0,964.0,963.6
2017,CAPITAL IMPROVEMENTS FUND,CAPITAL,PARKS & RECREATION,,EXPENSE,CAPITAL,0.0,242459.0,693.75
2017,CAPITAL RESERVE FUND,CAPITAL,,,REVENUE,OTHER SOURCES FUNDS,-240.0,-240.0,0.0
2017,GENERAL FUND,LEISURE,PARKS & RECREATION,P&R AQUATICS CENTER,EXPENSE,OPERATIONS,265463.0,367695.0,365836.68
2017,GENERAL FUND,LEISURE,PARKS & RECREATION,P&R MAINTENANCE,EXPENSE,OPERATIONS,717066.0,727385.0,715957.25
2017,GENERAL FUND,LEISURE,PARKS & RECREATION,P&R CULTURAL ARTS,EXPENSE,PERSONNEL,398584.0,397824.0,394983.35
2017,GENERAL FUND,LEISURE,PARKS & RECREATION,P&R MAINTENANCE,EXPENSE,PERSONNEL,1707794.0,1672783.0,1515120.76
2017,GENERAL FUND,LEISURE,PARKS & RECREATION,P&R ATHLETICS,EXPENSE,PERSONNEL,483232.0,493689.0,487743.34
2017,GENERAL FUND,LEISURE,PARKS & RECREATION,P&R ADMIN,EXPENSE,OPERATIONS,220713.0,262332.0,238217.68
2017,GENERAL FUND,LEISURE,PARKS & RECREATION,P&R ADMIN,EXPENSE,PERSONNEL,865213.0,865922.0,852228.18
2017,DOWNTOWN SERVICE DISTRICT,ENVIRONMENT & DEVELOPMENT,MANAGER,,REVENUE,INTERGOV'T - LOCAL,40000.0,73500.0,113500.0
2017,GRANTS FUND,PUBLIC SAFETY,POLICE,,EXPENSE,PERSONNEL,0.0,23715.0,15961.12
2017,DEBT SERVICE FUND,DEBT SERVICE,,,REVENUE,INTEREST ON INVEST,7750.0,7750.0,16172.85
2017,PUBLIC HOUSING OPERATIONS FUND,PUBLIC HOUSING,PUBLIC HOUSING,HOUSING ADMIN,EXPENSE,NON-DEPARTMENTAL,46044.0,46044.0,42450.59
2017,PUBLIC HOUSING OPERATIONS FUND,PUBLIC HOUSING,PUBLIC HOUSING,HOUSING ADMIN,EXPENSE,PERSONNEL,476381.0,477381.0,359863.59
2017,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,STORMWATER DRAINAGE,EXPENSE,INDIRECT COSTS,47589.0,47589.0,48269.0
2017,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,STORMWATER DRAINAGE,EXPENSE,OPERATIONS,288977.0,308460.0,255570.51
2017,PUBLIC HOUSING OPERATIONS FUND,PUBLIC HOUSING,PUBLIC HOUSING,,REVENUE,CHARGES FOR SERVICES,907043.0,907043.0,944455.86
2017,PUBLIC HOUSING OPERATIONS FUND,PUBLIC HOUSING,PUBLIC HOUSING,,REVENUE,OTHER REVENUES,250.0,250.0,2696.0
2017,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,,REVENUE,CHARGES FOR SERVICES,2194000.0,2193016.0,2297155.38
2017,LIBRARY GIFT FUND,LEISURE,LIBRARY,,REVENUE,OTHER SOURCES FUNDS,0.0,72599.0,0.0
2017,LIBRARY GIFT FUND,LEISURE,LIBRARY,,REVENUE,OTHER REVENUES,143109.0,333109.0,334123.86
2017,LIBRARY GIFT FUND,LEISURE,LIBRARY,,EXPENSE,CAPITAL,40400.0,65800.0,67276.5
2017,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,STORMWATER CAPITAL PROJECTS,EXPENSE,CAPITAL,0.0,816565.0,751101.5
2017,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,STORMWATER ADMIN,EXPENSE,NON-DEPARTMENTAL,1070.0,1070.0,552.5
2017,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,STORMWATER ADMIN,EXPENSE,PERSONNEL,721798.0,721798.0,659037.43
2017,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT BUILDING MAINTENANCE,EXPENSE,OPERATIONS,792347.0,793832.0,603914.17
2017,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT DEMAND RESPONSE,EXPENSE,OPERATIONS,409911.0,410911.0,212278.5
2017,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT TARHEEL EXPRESS,EXPENSE,OPERATIONS,59140.0,59140.0,31601.24
2017,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT DEMAND RESPONSE,EXPENSE,PERSONNEL,1469521.0,1457521.0,1441066.74
2017,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT ADVERTISING,EXPENSE,OPERATIONS,6500.0,5100.0,2964.0
2017,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT FIXED ROUTE,EXPENSE,CAPITAL,0.0,148556.0,79179.33
2017,TRANSIT FUND,TRANSIT,TRANSIT,,REVENUE,INTERGOV'T - LOCAL,3133008.0,3133008.0,2383630.0
2017,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING OFF-ST NONDEPARTMENTAL,EXPENSE,OTHER USES OF FUNDS,908832.0,908832.0,908831.26
2017,OFF-STREET PARKING FUND,PARKING,PARKING,ROSEMARY GARAGE (WALLACE DECK),EXPENSE,INDIRECT COSTS,25887.0,25887.0,22702.0
2017,OFF-STREET PARKING FUND,PARKING,PARKING,ROSEMARY GARAGE (WALLACE DECK),EXPENSE,OPERATIONS,144435.0,234821.0,203096.62
2017,OFF-STREET PARKING FUND,PARKING,PARKING,PARKING - OFF STREET,REVENUE,OTHER SOURCES FUNDS,50447.0,331108.0,0.0
2017,OFF-STREET PARKING FUND,PARKING,PARKING,ROSEMARY GARAGE (WALLACE DECK),EXPENSE,CAPITAL,0.0,67695.0,54230.37
2017,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT ADMIN,EXPENSE,OPERATIONS,180142.0,209042.0,145969.02
2017,TRANSIT FUND,TRANSIT,TRANSIT,TRANSIT ADMIN,EXPENSE,PERSONNEL,1300492.0,1242042.0,1131354.89
2017,TRANSIT FUND,TRANSIT,TRANSIT,,EXPENSE,OPERATIONS,0.0,279199.0,372827.87
2017,TRANSIT FUND,TRANSIT,TRANSIT,,EXPENSE,PERSONNEL,0.0,108722.0,81437.46
2017,TRANSIT FUND,TRANSIT,TRANSIT,,EXPENSE,CAPITAL,0.0,223551.0,0.0
2018,GENERAL FUND,GENERAL GOVERNMENT,TECHNOLOGY SOLUTIONS,,EXPENSE,CAPITAL,64933.0,72525.0,72512.42
2018,GENERAL FUND,GENERAL GOVERNMENT,COUNCIL,,EXPENSE,NON-DEPARTMENTAL,1774.0,1774.0,0.0
2018,GENERAL FUND,GENERAL GOVERNMENT,ATTORNEY,,EXPENSE,PERSONNEL,330742.0,330742.0,328878.19
2018,GENERAL FUND,GENERAL GOVERNMENT,MAYOR,,EXPENSE,OPERATIONS,21469.0,21589.0,13999.89
2018,GENERAL FUND,,,,REVENUE,OTHER SOURCES FUNDS,4270707.0,6268390.0,1401118.0
2018,STORMWATER MANAGEMENT FUND,STORMWATER,STORMWATER,STORMWATER CAPITAL PROJECTS,REVENUE,OTHER SOURCES FUNDS,0.0,2829554.0,0.0
2018,PUBLIC HOUSING OPERATIONS FUND,PUBLIC HOUSING,PUBLIC HOUSING,HOUSING ADMIN,EXPENSE,INTEREST/FISCAL CHGS,595.0,595.0,-242.1
