Geo_Name,state_code,survey_year,Tax_Type,item,AMOUNT
Illinois,14,2018,"Occupation and Business License, NEC",T28,"552,696"
Illinois,14,2018,Other License Taxes,T29,"32,558"
Illinois,14,2018,Income Taxes,TA4,"17,883,834"
Illinois,14,2018,Individual Income Taxes,T40,"15,296,693"
Illinois,14,2018,Corporations Net Income Taxes,T41,"2,587,141"
Illinois,14,2018,Other Taxes,TA5,"462,390"
Illinois,14,2018,Death and Gift Taxes,T50,"382,081"
Illinois,14,2018,Documentarty and Stock Transfer Taxes,T51,"80,309"
Illinois,14,2018,Severance Taxes,T53,X
Illinois,14,2018,"Taxes, NEC",T99,0
Indiana,15,2018,Total Taxes,T00,"19,397,879"
Indiana,15,2018,Property Taxes,T01,"12,927"
Indiana,15,2018,Sales and Gross Receipts Taxes,TA1,"12,119,558"
Indiana,15,2018,General Sales and Gross Receipts Taxes,T09,"7,795,091"
Indiana,15,2018,Selective Sales and Gross Receipts Taxes,TA2,"4,324,467"
Indiana,15,2018,Alcoholic Beverages Sales Tax,T10,"51,578"
Indiana,15,2018,Amusements Sales Tax,T11,"602,410"
Indiana,15,2018,Insurance Premiums Sales Tax,T12,"236,175"
Indiana,15,2018,Motor Fuels Sales Tax,T13,"1,420,135"
Indiana,15,2018,Pari-mutuels Sales Tax,T14,"1,760"
Indiana,15,2018,Public Utilities Sales Tax,T15,"202,149"
Indiana,15,2018,Tobacco Products Sales Tax,T16,"418,810"
Indiana,15,2018,Other Selective Sales and Gross Receipts Taxes,T19,"1,391,450"
Indiana,15,2018,License Taxes,TA3,"749,114"
Indiana,15,2018,Alcoholic Beverages License,T20,"12,726"
Indiana,15,2018,Amusements License,T21,"5,792"
Indiana,15,2018,Corporations in General License,T22,"8,582"
Indiana,15,2018,Hunting and Fishing License,T23,"19,495"
Indiana,15,2018,Motor Vehicle License,T24,"321,055"
Indiana,15,2018,Motor Vehicle Operators License,T25,"252,033"
Indiana,15,2018,Public Utilities License,T27,X
Indiana,15,2018,"Occupation and Business License, NEC",T28,"51,828"
Indiana,15,2018,Other License Taxes,T29,"77,603"
Indiana,15,2018,Income Taxes,TA4,"6,514,797"
Indiana,15,2018,Individual Income Taxes,T40,"5,816,072"
Indiana,15,2018,Corporations Net Income Taxes,T41,"698,725"
Indiana,15,2018,Other Taxes,TA5,"1,483"
Indiana,15,2018,Death and Gift Taxes,T50,409
Indiana,15,2018,Documentarty and Stock Transfer Taxes,T51,X
Indiana,15,2018,Severance Taxes,T53,"1,074"
Indiana,15,2018,"Taxes, NEC",T99,0
Iowa,16,2018,Total Taxes,T00,"10,088,480"
Iowa,16,2018,Property Taxes,T01,"1,671"
Iowa,16,2018,Sales and Gross Receipts Taxes,TA1,"4,687,073"
Iowa,16,2018,General Sales and Gross Receipts Taxes,T09,"3,279,789"
Iowa,16,2018,Selective Sales and Gross Receipts Taxes,TA2,"1,407,284"
Iowa,16,2018,Alcoholic Beverages Sales Tax,T10,"22,183"
Iowa,16,2018,Amusements Sales Tax,T11,"303,374"
Iowa,16,2018,Insurance Premiums Sales Tax,T12,"114,363"
Iowa,16,2018,Motor Fuels Sales Tax,T13,"671,937"
Iowa,16,2018,Pari-mutuels Sales Tax,T14,"3,818"
Iowa,16,2018,Public Utilities Sales Tax,T15,"39,039"
Iowa,16,2018,Tobacco Products Sales Tax,T16,"212,469"
Iowa,16,2018,Other Selective Sales and Gross Receipts Taxes,T19,"40,101"
Iowa,16,2018,License Taxes,TA3,"954,503"
Iowa,16,2018,Alcoholic Beverages License,T20,"16,456"
Iowa,16,2018,Amusements License,T21,"30,314"
Iowa,16,2018,Corporations in General License,T22,"34,590"
Iowa,16,2018,Hunting and Fishing License,T23,"28,200"
Iowa,16,2018,Motor Vehicle License,T24,"664,178"
Iowa,16,2018,Motor Vehicle Operators License,T25,"21,833"
Iowa,16,2018,Public Utilities License,T27,"9,865"
Iowa,16,2018,"Occupation and Business License, NEC",T28,"146,470"
Iowa,16,2018,Other License Taxes,T29,"2,597"
Iowa,16,2018,Income Taxes,TA4,"4,340,423"
Iowa,16,2018,Individual Income Taxes,T40,"3,897,236"
Iowa,16,2018,Corporations Net Income Taxes,T41,"443,187"
Iowa,16,2018,Other Taxes,TA5,"104,810"
Iowa,16,2018,Death and Gift Taxes,T50,"82,600"
Iowa,16,2018,Documentarty and Stock Transfer Taxes,T51,"22,210"
Iowa,16,2018,Severance Taxes,T53,X
Iowa,16,2018,"Taxes, NEC",T99,0
Kansas,17,2018,Total Taxes,T00,"9,546,790"
Kansas,17,2018,Property Taxes,T01,"714,895"
Kansas,17,2018,Sales and Gross Receipts Taxes,TA1,"4,494,809"
Kansas,17,2018,General Sales and Gross Receipts Taxes,T09,"3,304,091"
Kansas,17,2018,Selective Sales and Gross Receipts Taxes,TA2,"1,190,718"
Kansas,17,2018,Alcoholic Beverages Sales Tax,T10,"142,126"
Kansas,17,2018,Amusements Sales Tax,T11,304
Kansas,17,2018,Insurance Premiums Sales Tax,T12,"408,321"
Kansas,17,2018,Motor Fuels Sales Tax,T13,"461,075"
Kansas,17,2018,Pari-mutuels Sales Tax,T14,X
Kansas,17,2018,Public Utilities Sales Tax,T15,373
Kansas,17,2018,Tobacco Products Sales Tax,T16,"130,247"
Kansas,17,2018,Other Selective Sales and Gross Receipts Taxes,T19,"48,272"
Kansas,17,2018,License Taxes,TA3,"433,229"
Kansas,17,2018,Alcoholic Beverages License,T20,"3,647"
Kansas,17,2018,Amusements License,T21,"6,993"
Kansas,17,2018,Corporations in General License,T22,"28,187"
Kansas,17,2018,Hunting and Fishing License,T23,"32,780"
Kansas,17,2018,Motor Vehicle License,T24,"222,978"
Kansas,17,2018,Motor Vehicle Operators License,T25,"31,881"
Kansas,17,2018,Public Utilities License,T27,"5,857"
Kansas,17,2018,"Occupation and Business License, NEC",T28,"98,132"
Kansas,17,2018,Other License Taxes,T29,"2,774"
Kansas,17,2018,Income Taxes,TA4,"3,851,644"
Kansas,17,2018,Individual Income Taxes,T40,"3,413,677"
Kansas,17,2018,Corporations Net Income Taxes,T41,"437,967"
Kansas,17,2018,Other Taxes,TA5,"52,213"
Kansas,17,2018,Death and Gift Taxes,T50,0
Kansas,17,2018,Documentarty and Stock Transfer Taxes,T51,X
Kansas,17,2018,Severance Taxes,T53,"52,213"
Kansas,17,2018,"Taxes, NEC",T99,0
Kentucky,18,2018,Total Taxes,T00,"12,059,970"
Kentucky,18,2018,Property Taxes,T01,"660,902"
Kentucky,18,2018,Sales and Gross Receipts Taxes,TA1,"5,714,427"
Kentucky,18,2018,General Sales and Gross Receipts Taxes,T09,"3,600,598"
Kentucky,18,2018,Selective Sales and Gross Receipts Taxes,TA2,"2,113,829"
Kentucky,18,2018,Alcoholic Beverages Sales Tax,T10,"145,648"
Kentucky,18,2018,Amusements Sales Tax,T11,196
Kentucky,18,2018,Insurance Premiums Sales Tax,T12,"165,161"
Kentucky,18,2018,Motor Fuels Sales Tax,T13,"702,651"
Kentucky,18,2018,Pari-mutuels Sales Tax,T14,"7,704"
Kentucky,18,2018,Public Utilities Sales Tax,T15,"61,126"
Kentucky,18,2018,Tobacco Products Sales Tax,T16,"228,749"
Kentucky,18,2018,Other Selective Sales and Gross Receipts Taxes,T19,"802,594"
Kentucky,18,2018,License Taxes,TA3,"499,502"
Kentucky,18,2018,Alcoholic Beverages License,T20,"6,801"
Kentucky,18,2018,Amusements License,T21,279
Kentucky,18,2018,Corporations in General License,T22,"115,618"
Kentucky,18,2018,Hunting and Fishing License,T23,"30,531"
Kentucky,18,2018,Motor Vehicle License,T24,"211,646"
Kentucky,18,2018,Motor Vehicle Operators License,T25,"16,795"
Kentucky,18,2018,Public Utilities License,T27,X
Kentucky,18,2018,"Occupation and Business License, NEC",T28,"112,292"
Kentucky,18,2018,Other License Taxes,T29,"5,540"
Kentucky,18,2018,Income Taxes,TA4,"5,010,439"
Kentucky,18,2018,Individual Income Taxes,T40,"4,499,086"
Kentucky,18,2018,Corporations Net Income Taxes,T41,"511,353"
Kentucky,18,2018,Other Taxes,TA5,"174,700"
Kentucky,18,2018,Death and Gift Taxes,T50,"48,248"
Kentucky,18,2018,Documentarty and Stock Transfer Taxes,T51,"3,480"
Kentucky,18,2018,Severance Taxes,T53,"122,972"
Kentucky,18,2018,"Taxes, NEC",T99,0
Louisiana,19,2018,Total Taxes,T00,"11,357,686"
Louisiana,19,2018,Property Taxes,T01,"60,172"
Louisiana,19,2018,Sales and Gross Receipts Taxes,TA1,"6,864,723"
Louisiana,19,2018,General Sales and Gross Receipts Taxes,T09,"4,252,693"
Louisiana,19,2018,Selective Sales and Gross Receipts Taxes,TA2,"2,612,030"
Louisiana,19,2018,Alcoholic Beverages Sales Tax,T10,"75,774"
Louisiana,19,2018,Amusements Sales Tax,T11,"708,462"
Louisiana,19,2018,Insurance Premiums Sales Tax,T12,"870,872"
Louisiana,19,2018,Motor Fuels Sales Tax,T13,"631,641"
Louisiana,19,2018,Pari-mutuels Sales Tax,T14,"5,191"
Louisiana,19,2018,Public Utilities Sales Tax,T15,"9,349"
Louisiana,19,2018,Tobacco Products Sales Tax,T16,"163,770"
Louisiana,19,2018,Other Selective Sales and Gross Receipts Taxes,T19,"146,971"
Louisiana,19,2018,License Taxes,TA3,"393,129"
Louisiana,19,2018,Alcoholic Beverages License,T20,X
Louisiana,19,2018,Amusements License,T21,X
Louisiana,19,2018,Corporations in General License,T22,"148,116"
Louisiana,19,2018,Hunting and Fishing License,T23,"31,994"
Louisiana,19,2018,Motor Vehicle License,T24,"79,284"
Louisiana,19,2018,Motor Vehicle Operators License,T25,"15,477"
Louisiana,19,2018,Public Utilities License,T27,"7,577"
Louisiana,19,2018,"Occupation and Business License, NEC",T28,"106,475"
Louisiana,19,2018,Other License Taxes,T29,"4,206"
Louisiana,19,2018,Income Taxes,TA4,"3,604,434"
Louisiana,19,2018,Individual Income Taxes,T40,"3,246,226"
Louisiana,19,2018,Corporations Net Income Taxes,T41,"358,208"
Louisiana,19,2018,Other Taxes,TA5,"435,228"
Louisiana,19,2018,Death and Gift Taxes,T50,X
Louisiana,19,2018,Documentarty and Stock Transfer Taxes,T51,X
Louisiana,19,2018,Severance Taxes,T53,"435,228"
Louisiana,19,2018,"Taxes, NEC",T99,0
Maine,20,2018,Total Taxes,T00,"4,410,632"
Maine,20,2018,Property Taxes,T01,"39,308"
Maine,20,2018,Sales and Gross Receipts Taxes,TA1,"2,250,293"
Maine,20,2018,General Sales and Gross Receipts Taxes,T09,"1,529,113"
Maine,20,2018,Selective Sales and Gross Receipts Taxes,TA2,"721,180"
Maine,20,2018,Alcoholic Beverages Sales Tax,T10,"19,647"
Maine,20,2018,Amusements Sales Tax,T11,"56,264"
Maine,20,2018,Insurance Premiums Sales Tax,T12,"99,654"
Maine,20,2018,Motor Fuels Sales Tax,T13,"250,468"
Maine,20,2018,Pari-mutuels Sales Tax,T14,"1,435"
Maine,20,2018,Public Utilities Sales Tax,T15,"21,573"
Maine,20,2018,Tobacco Products Sales Tax,T16,"132,950"
Maine,20,2018,Other Selective Sales and Gross Receipts Taxes,T19,"139,189"
Maine,20,2018,License Taxes,TA3,"281,155"
Maine,20,2018,Alcoholic Beverages License,T20,"6,237"
Maine,20,2018,Amusements License,T21,536
Maine,20,2018,Corporations in General License,T22,"11,095"
Maine,20,2018,Hunting and Fishing License,T23,"16,578"
Maine,20,2018,Motor Vehicle License,T24,"112,557"
Maine,20,2018,Motor Vehicle Operators License,T25,"10,816"
Maine,20,2018,Public Utilities License,T27,X
Maine,20,2018,"Occupation and Business License, NEC",T28,"113,492"
Maine,20,2018,Other License Taxes,T29,"9,844"
Maine,20,2018,Income Taxes,TA4,"1,790,833"
Maine,20,2018,Individual Income Taxes,T40,"1,605,096"
Maine,20,2018,Corporations Net Income Taxes,T41,"185,737"
Maine,20,2018,Other Taxes,TA5,"49,043"
Maine,20,2018,Death and Gift Taxes,T50,"13,801"
Maine,20,2018,Documentarty and Stock Transfer Taxes,T51,"35,242"
Maine,20,2018,Severance Taxes,T53,X
Maine,20,2018,"Taxes, NEC",T99,0
Maryland,21,2018,Total Taxes,T00,"22,427,037"
Maryland,21,2018,Property Taxes,T01,"808,763"
Maryland,21,2018,Sales and Gross Receipts Taxes,TA1,"9,567,244"
Maryland,21,2018,General Sales and Gross Receipts Taxes,T09,"4,716,179"
Maryland,21,2018,Selective Sales and Gross Receipts Taxes,TA2,"4,851,065"
Maryland,21,2018,Alcoholic Beverages Sales Tax,T10,"31,682"
Maryland,21,2018,Amusements Sales Tax,T11,"1,022,368"
Maryland,21,2018,Insurance Premiums Sales Tax,T12,"541,758"
Maryland,21,2018,Motor Fuels Sales Tax,T13,"1,084,195"
Maryland,21,2018,Pari-mutuels Sales Tax,T14,"1,175"
Maryland,21,2018,Public Utilities Sales Tax,T15,"145,437"
Maryland,21,2018,Tobacco Products Sales Tax,T16,"372,724"
Maryland,21,2018,Other Selective Sales and Gross Receipts Taxes,T19,"1,651,726"
Maryland,21,2018,License Taxes,TA3,"850,913"
Maryland,21,2018,Alcoholic Beverages License,T20,"1,524"
Maryland,21,2018,Amusements License,T21,"1,953"
Maryland,21,2018,Corporations in General License,T22,"119,084"
Maryland,21,2018,Hunting and Fishing License,T23,"17,207"
Maryland,21,2018,Motor Vehicle License,T24,"501,417"
Maryland,21,2018,Motor Vehicle Operators License,T25,"27,929"
Maryland,21,2018,Public Utilities License,T27,X
Maryland,21,2018,"Occupation and Business License, NEC",T28,"179,997"
Maryland,21,2018,Other License Taxes,T29,"1,802"
Maryland,21,2018,Income Taxes,TA4,"10,540,951"
Maryland,21,2018,Individual Income Taxes,T40,"9,507,776"
Maryland,21,2018,Corporations Net Income Taxes,T41,"1,033,175"
Maryland,21,2018,Other Taxes,TA5,"659,166"
Maryland,21,2018,Death and Gift Taxes,T50,"214,378"
Maryland,21,2018,Documentarty and Stock Transfer Taxes,T51,"241,668"
Maryland,21,2018,Severance Taxes,T53,X
Maryland,21,2018,"Taxes, NEC",T99,"203,120"
Massachusetts,22,2018,Total Taxes,T00,"29,654,803"
Massachusetts,22,2018,Property Taxes,T01,"7,197"
Massachusetts,22,2018,Sales and Gross Receipts Taxes,TA1,"9,022,362"
Massachusetts,22,2018,General Sales and Gross Receipts Taxes,T09,"6,490,305"
Massachusetts,22,2018,Selective Sales and Gross Receipts Taxes,TA2,"2,532,057"
Massachusetts,22,2018,Alcoholic Beverages Sales Tax,T10,"85,843"
Massachusetts,22,2018,Amusements Sales Tax,T11,"70,467"
Massachusetts,22,2018,Insurance Premiums Sales Tax,T12,"406,251"
Massachusetts,22,2018,Motor Fuels Sales Tax,T13,"769,144"
Massachusetts,22,2018,Pari-mutuels Sales Tax,T14,887
Massachusetts,22,2018,Public Utilities Sales Tax,T15,X
Massachusetts,22,2018,Tobacco Products Sales Tax,T16,"594,173"
Massachusetts,22,2018,Other Selective Sales and Gross Receipts Taxes,T19,"605,292"
Massachusetts,22,2018,License Taxes,TA3,"1,154,719"
Massachusetts,22,2018,Alcoholic Beverages License,T20,"3,702"
Massachusetts,22,2018,Amusements License,T21,"15,767"
Massachusetts,22,2018,Corporations in General License,T22,"25,701"
Massachusetts,22,2018,Hunting and Fishing License,T23,"5,637"
Massachusetts,22,2018,Motor Vehicle License,T24,"444,827"
Massachusetts,22,2018,Motor Vehicle Operators License,T25,"101,432"
Massachusetts,22,2018,Public Utilities License,T27,X
Massachusetts,22,2018,"Occupation and Business License, NEC",T28,"301,510"
Massachusetts,22,2018,Other License Taxes,T29,"256,143"
Massachusetts,22,2018,Income Taxes,TA4,"18,689,278"
Massachusetts,22,2018,Individual Income Taxes,T40,"16,280,331"
Massachusetts,22,2018,Corporations Net Income Taxes,T41,"2,408,947"
Massachusetts,22,2018,Other Taxes,TA5,"781,247"
Massachusetts,22,2018,Death and Gift Taxes,T50,"472,956"
Massachusetts,22,2018,Documentarty and Stock Transfer Taxes,T51,"308,291"
Massachusetts,22,2018,Severance Taxes,T53,X
Massachusetts,22,2018,"Taxes, NEC",T99,0
Michigan,23,2018,Total Taxes,T00,"30,508,361"
Michigan,23,2018,Property Taxes,T01,"2,161,275"
Michigan,23,2018,Sales and Gross Receipts Taxes,TA1,"14,692,735"
Michigan,23,2018,General Sales and Gross Receipts Taxes,T09,"9,854,016"
Michigan,23,2018,Selective Sales and Gross Receipts Taxes,TA2,"4,838,719"
Michigan,23,2018,Alcoholic Beverages Sales Tax,T10,"157,335"
Michigan,23,2018,Amusements Sales Tax,T11,"124,677"
Michigan,23,2018,Insurance Premiums Sales Tax,T12,"395,999"
Michigan,23,2018,Motor Fuels Sales Tax,T13,"1,445,786"
Michigan,23,2018,Pari-mutuels Sales Tax,T14,"2,903"
Michigan,23,2018,Public Utilities Sales Tax,T15,"42,471"
Michigan,23,2018,Tobacco Products Sales Tax,T16,"1,007,822"
Michigan,23,2018,Other Selective Sales and Gross Receipts Taxes,T19,"1,661,726"
Michigan,23,2018,License Taxes,TA3,"1,948,194"
Michigan,23,2018,Alcoholic Beverages License,T20,"19,693"
Michigan,23,2018,Amusements License,T21,X
Michigan,23,2018,Corporations in General License,T22,"25,958"
Michigan,23,2018,Hunting and Fishing License,T23,"48,618"
Michigan,23,2018,Motor Vehicle License,T24,"1,322,630"
Michigan,23,2018,Motor Vehicle Operators License,T25,"58,228"
Michigan,23,2018,Public Utilities License,T27,"34,678"
Michigan,23,2018,"Occupation and Business License, NEC",T28,"217,314"
Michigan,23,2018,Other License Taxes,T29,"221,075"
Michigan,23,2018,Income Taxes,TA4,"11,333,887"
Michigan,23,2018,Individual Income Taxes,T40,"10,238,864"
Michigan,23,2018,Corporations Net Income Taxes,T41,"1,095,023"
Michigan,23,2018,Other Taxes,TA5,"372,270"
Michigan,23,2018,Death and Gift Taxes,T50,283
Michigan,23,2018,Documentarty and Stock Transfer Taxes,T51,"340,570"
Michigan,23,2018,Severance Taxes,T53,"31,417"
Michigan,23,2018,"Taxes, NEC",T99,0
Minnesota,24,2018,Total Taxes,T00,"26,697,469"
Minnesota,24,2018,Property Taxes,T01,"818,513"
Minnesota,24,2018,Sales and Gross Receipts Taxes,TA1,"10,614,808"
Minnesota,24,2018,General Sales and Gross Receipts Taxes,T09,"5,830,256"
Minnesota,24,2018,Selective Sales and Gross Receipts Taxes,TA2,"4,784,552"
Minnesota,24,2018,Alcoholic Beverages Sales Tax,T10,"91,745"
Minnesota,24,2018,Amusements Sales Tax,T11,"75,597"
Minnesota,24,2018,Insurance Premiums Sales Tax,T12,"519,547"
Minnesota,24,2018,Motor Fuels Sales Tax,T13,"936,893"
Minnesota,24,2018,Pari-mutuels Sales Tax,T14,"1,192"
Minnesota,24,2018,Public Utilities Sales Tax,T15,54
Minnesota,24,2018,Tobacco Products Sales Tax,T16,"593,410"
Minnesota,24,2018,Other Selective Sales and Gross Receipts Taxes,T19,"2,566,114"
Minnesota,24,2018,License Taxes,TA3,"1,476,228"
Minnesota,24,2018,Alcoholic Beverages License,T20,"2,765"
Minnesota,24,2018,Amusements License,T21,"1,144"
Minnesota,24,2018,Corporations in General License,T22,"9,045"
Minnesota,24,2018,Hunting and Fishing License,T23,"66,634"
Minnesota,24,2018,Motor Vehicle License,T24,"800,981"
Minnesota,24,2018,Motor Vehicle Operators License,T25,"45,796"
Minnesota,24,2018,Public Utilities License,T27,785
Minnesota,24,2018,"Occupation and Business License, NEC",T28,"484,398"
Minnesota,24,2018,Other License Taxes,T29,"64,680"
Minnesota,24,2018,Income Taxes,TA4,"13,239,334"
Minnesota,24,2018,Individual Income Taxes,T40,"11,882,330"
Minnesota,24,2018,Corporations Net Income Taxes,T41,"1,357,004"
Minnesota,24,2018,Other Taxes,TA5,"548,586"
Minnesota,24,2018,Death and Gift Taxes,T50,"214,698"
Minnesota,24,2018,Documentarty and Stock Transfer Taxes,T51,"234,141"
Minnesota,24,2018,Severance Taxes,T53,"49,623"
Minnesota,24,2018,"Taxes, NEC",T99,"50,124"
Mississippi,25,2018,Total Taxes,T00,"7,890,571"
Mississippi,25,2018,Property Taxes,T01,"29,540"
Mississippi,25,2018,Sales and Gross Receipts Taxes,TA1,"5,030,854"
Mississippi,25,2018,General Sales and Gross Receipts Taxes,T09,"3,557,752"
Mississippi,25,2018,Selective Sales and Gross Receipts Taxes,TA2,"1,473,102"
Mississippi,25,2018,Alcoholic Beverages Sales Tax,T10,"40,883"
Mississippi,25,2018,Amusements Sales Tax,T11,"129,880"
Mississippi,25,2018,Insurance Premiums Sales Tax,T12,"338,576"
Mississippi,25,2018,Motor Fuels Sales Tax,T13,"436,245"
Mississippi,25,2018,Pari-mutuels Sales Tax,T14,X
Mississippi,25,2018,Public Utilities Sales Tax,T15,"1,496"
Mississippi,25,2018,Tobacco Products Sales Tax,T16,"139,733"
Mississippi,25,2018,Other Selective Sales and Gross Receipts Taxes,T19,"386,289"
Mississippi,25,2018,License Taxes,TA3,"492,415"
Mississippi,25,2018,Alcoholic Beverages License,T20,"1,252"
Mississippi,25,2018,Amusements License,T21,"26,515"
Mississippi,25,2018,Corporations in General License,T22,"137,989"
Mississippi,25,2018,Hunting and Fishing License,T23,"2,703"
Mississippi,25,2018,Motor Vehicle License,T24,"158,283"
Mississippi,25,2018,Motor Vehicle Operators License,T25,"14,362"
Mississippi,25,2018,Public Utilities License,T27,"6,583"
Mississippi,25,2018,"Occupation and Business License, NEC",T28,"81,682"
Mississippi,25,2018,Other License Taxes,T29,"63,046"
Mississippi,25,2018,Income Taxes,TA4,"2,290,344"
Mississippi,25,2018,Individual Income Taxes,T40,"1,852,937"
Mississippi,25,2018,Corporations Net Income Taxes,T41,"437,407"
Mississippi,25,2018,Other Taxes,TA5,"47,418"
Mississippi,25,2018,Death and Gift Taxes,T50,0
Mississippi,25,2018,Documentarty and Stock Transfer Taxes,T51,X
Mississippi,25,2018,Severance Taxes,T53,"47,418"
Mississippi,25,2018,"Taxes, NEC",T99,0
Missouri,26,2018,Total Taxes,T00,"13,027,504"
Missouri,26,2018,Property Taxes,T01,"33,267"
Missouri,26,2018,Sales and Gross Receipts Taxes,TA1,"5,539,227"
Missouri,26,2018,General Sales and Gross Receipts Taxes,T09,"3,686,274"
Missouri,26,2018,Selective Sales and Gross Receipts Taxes,TA2,"1,852,953"
Missouri,26,2018,Alcoholic Beverages Sales Tax,T10,"38,932"
Missouri,26,2018,Amusements Sales Tax,T11,"369,410"
Missouri,26,2018,Insurance Premiums Sales Tax,T12,"464,418"
Missouri,26,2018,Motor Fuels Sales Tax,T13,"717,894"
Missouri,26,2018,Pari-mutuels Sales Tax,T14,X
Missouri,26,2018,Public Utilities Sales Tax,T15,X
Missouri,26,2018,Tobacco Products Sales Tax,T16,"97,408"
Missouri,26,2018,Other Selective Sales and Gross Receipts Taxes,T19,"164,891"
Missouri,26,2018,License Taxes,TA3,"598,601"
Missouri,26,2018,Alcoholic Beverages License,T20,"5,478"
Missouri,26,2018,Amusements License,T21,"2,462"
Missouri,26,2018,Corporations in General License,T22,"2,200"
Missouri,26,2018,Hunting and Fishing License,T23,"33,692"
Missouri,26,2018,Motor Vehicle License,T24,"296,849"
Missouri,26,2018,Motor Vehicle Operators License,T25,"17,596"
Missouri,26,2018,Public Utilities License,T27,"19,628"
Missouri,26,2018,"Occupation and Business License, NEC",T28,"142,822"
Missouri,26,2018,Other License Taxes,T29,"77,874"
Missouri,26,2018,Income Taxes,TA4,"6,843,948"
Missouri,26,2018,Individual Income Taxes,T40,"6,510,224"
Missouri,26,2018,Corporations Net Income Taxes,T41,"333,724"
Missouri,26,2018,Other Taxes,TA5,"12,461"
Missouri,26,2018,Death and Gift Taxes,T50,54
Missouri,26,2018,Documentarty and Stock Transfer Taxes,T51,"12,331"
Missouri,26,2018,Severance Taxes,T53,2
Missouri,26,2018,"Taxes, NEC",T99,74
Montana,27,2018,Total Taxes,T00,"2,944,827"
Montana,27,2018,Property Taxes,T01,"294,519"
Montana,27,2018,Sales and Gross Receipts Taxes,TA1,"631,797"
Montana,27,2018,General Sales and Gross Receipts Taxes,T09,X
Montana,27,2018,Selective Sales and Gross Receipts Taxes,TA2,"631,797"
Montana,27,2018,Alcoholic Beverages Sales Tax,T10,"33,816"
Montana,27,2018,Amusements Sales Tax,T11,"46,655"
Montana,27,2018,Insurance Premiums Sales Tax,T12,"110,827"
Montana,27,2018,Motor Fuels Sales Tax,T13,"254,167"
Montana,27,2018,Pari-mutuels Sales Tax,T14,51
Montana,27,2018,Public Utilities Sales Tax,T15,"41,718"
Montana,27,2018,Tobacco Products Sales Tax,T16,"80,532"
Montana,27,2018,Other Selective Sales and Gross Receipts Taxes,T19,"64,031"
Montana,27,2018,License Taxes,TA3,"352,066"
Montana,27,2018,Alcoholic Beverages License,T20,"3,478"
Montana,27,2018,Amusements License,T21,"8,231"
Montana,27,2018,Corporations in General License,T22,"4,921"
Montana,27,2018,Hunting and Fishing License,T23,"38,414"
Montana,27,2018,Motor Vehicle License,T24,"154,528"
Montana,27,2018,Motor Vehicle Operators License,T25,"9,276"
Montana,27,2018,Public Utilities License,T27,18
Montana,27,2018,"Occupation and Business License, NEC",T28,"112,971"
Montana,27,2018,Other License Taxes,T29,"20,229"
Montana,27,2018,Income Taxes,TA4,"1,476,941"
Montana,27,2018,Individual Income Taxes,T40,"1,300,809"
Montana,27,2018,Corporations Net Income Taxes,T41,"176,132"
Montana,27,2018,Other Taxes,TA5,"189,504"
Montana,27,2018,Death and Gift Taxes,T50,X
Montana,27,2018,Documentarty and Stock Transfer Taxes,T51,X
Montana,27,2018,Severance Taxes,T53,"185,823"
Montana,27,2018,"Taxes, NEC",T99,"3,681"
Nebraska,28,2018,Total Taxes,T00,"5,393,093"
Nebraska,28,2018,Property Taxes,T01,129
Nebraska,28,2018,Sales and Gross Receipts Taxes,TA1,"2,502,020"
Nebraska,28,2018,General Sales and Gross Receipts Taxes,T09,"1,900,037"
Nebraska,28,2018,Selective Sales and Gross Receipts Taxes,TA2,"601,983"
Nebraska,28,2018,Alcoholic Beverages Sales Tax,T10,"31,230"
Nebraska,28,2018,Amusements Sales Tax,T11,"5,815"
Nebraska,28,2018,Insurance Premiums Sales Tax,T12,"62,662"
Nebraska,28,2018,Motor Fuels Sales Tax,T13,"373,889"
Nebraska,28,2018,Pari-mutuels Sales Tax,T14,138
Nebraska,28,2018,Public Utilities Sales Tax,T15,"44,942"
Nebraska,28,2018,Tobacco Products Sales Tax,T16,"57,123"
Nebraska,28,2018,Other Selective Sales and Gross Receipts Taxes,T19,"26,184"
Nebraska,28,2018,License Taxes,TA3,"196,215"
Nebraska,28,2018,Alcoholic Beverages License,T20,707
Nebraska,28,2018,Amusements License,T21,710
Nebraska,28,2018,Corporations in General License,T22,"16,086"
Nebraska,28,2018,Hunting and Fishing License,T23,"15,906"
Nebraska,28,2018,Motor Vehicle License,T24,"113,733"
Nebraska,28,2018,Motor Vehicle Operators License,T25,"11,538"
Nebraska,28,2018,Public Utilities License,T27,X
Nebraska,28,2018,"Occupation and Business License, NEC",T28,"36,475"
Nebraska,28,2018,Other License Taxes,T29,"1,060"
Nebraska,28,2018,Income Taxes,TA4,"2,674,286"
Nebraska,28,2018,Individual Income Taxes,T40,"2,360,596"
Nebraska,28,2018,Corporations Net Income Taxes,T41,"313,690"
Nebraska,28,2018,Other Taxes,TA5,"20,443"
Nebraska,28,2018,Death and Gift Taxes,T50,X
Nebraska,28,2018,Documentarty and Stock Transfer Taxes,T51,"17,207"
Nebraska,28,2018,Severance Taxes,T53,"3,236"
Nebraska,28,2018,"Taxes, NEC",T99,0
Nevada,29,2018,Total Taxes,T00,"9,157,036"
Nevada,29,2018,Property Taxes,T01,"317,136"
Nevada,29,2018,Sales and Gross Receipts Taxes,TA1,"7,329,456"
